,cust_index,Title,Author,Summary
4873,4873,The War of Betony,Vulper Newgate,A ridiculously pro-Daggerfall account of the war.
4874,4874,The War of Betony,Fav'te,A ridiculously pro-Sentinel account of the war.
4875,4875,The Warmth of Mara,Anonymous,A short sermon.
4876,4876,The Warp in the West,Ulvius Tero,A book that clarifies the outcome of the events that took place at the end of The Elder Scrolls 2: Daggerfall.
4877,4877,The Warrior's Blade,Anonymous,Invocation of Trinimac
4878,4878,The Warrior's Charge,Anonymous,A Redguard poem about the constellations.
4879,4879,The Warrior's Welcome,Anonymous,A chant or motto for followers of the Warrior
4880,4880,The Watcher's Pledge,Anonymous,"Oath to defend the Hold against all, but especially Orcs"
4881,4881,The Water Cycle of Clockwork City,Varlinsi Arandu,"An exploration of the water cycle, both inside the Clockwork City and in Tamriel itself"
4882,4882,The Waters of Oblivion,Anonymous,A mystical text about Oblivion with a funny postscript
4883,4883,The Waters of Oblivion,Anonymous,An article about the dangers of Oblivion and the Daedra. Seems to be written by an especially zealous Aedra worshipper.
4884,4884,The Way of Shadow,Solis Aduro (translator),A text reminding the shadowscales to honor Sithis in all things
4885,4885,The Way of the Baandari,Anonymous,Instructions on Baandari customs
4886,4886,The Way of the Blade,Anonymous,Description of the first trial
4887,4887,The Wedding Feast: A Memoir,"Naral, also known as Baretail",An amusing tale of a Khajiit caterer in Valenwood
4888,4888,The Welkynars of Eton Nir,Relequen,An introduction to this illustrious order
4889,4889,The Werewolf's Hide,an Unknown Packleader,The glorious hide of the nightstalker
4890,4890,The Whisperer's Song,Anonymous,
4891,4891,The Whistle,Eofryd,The grim tale of a youth who trains Durzogs
4892,4892,The Whithering of Delodiil,Anonymous,A history of competing Ayleid city-states
4893,4893,The Wild Elves,Kiergo Chorvak,"Describes a rare breed of Elves that was never featured in Daggerfall, but resurfaced later."
4894,4894,The Wilderking Legend,Anonymous,Oral legend of the Bosmer deity
4895,4895,The Will of Drulshasa,Drulshasa,Strict commands to underlings
4896,4896,The Will of Our Mistress,Anonymous,"Sotha Sil's memories must be obtained, but how?"
4897,4897,The Will of the Master,Anonymous,
4898,4898,The Windhelm Letters,"Reylia, Stessl, Shapl",Letters from a woman to her lover during a famine.
4899,4899,The Winds of Change,Anonymous,Ancient Ayleid on social discontent
4900,4900,The Wispmother,Mathias Etienne,Facts and theories about Wispmothers.
4901,4901,The Witches of Hag Fen,From the Journal of Bonorion the Wanderer,Observations on the Hags of Glenumbra
4902,4902,The Wolf and the Dragon,Midara Salviticus,Brief history of how Kvatch fared under Count Carolus Aquilarios
4903,4903,The Wolf and the Pirate Queen,Midara Salviticus,The rulers of Anvil and Kvatch battle over the independence of the Gold Coast
4904,4904,The Wolf in the Sky,Anonymous,An ancient spirit proves to be unhelpful
4905,4905,The Wolf of Solitude,Pjetr the Skald,Biography of King Svargrim of Western Skyrim
4906,4906,The Wolf Queen,Waughin Jarth,"The biography of Potema, Wolf Queen of Solitude."
4907,4907,The Wonders of Craglorn,Belinka,"A description of the various people, places and creatures of Craglorn by a Nord arena combatant"
4908,4908,"The Wood Elf Gourmet, Ch. 1",Anonymous,Flavorful recipes for the Bosmer chef
4909,4909,The Wood Elf's Message,Anonymous,A secret code hidden in a poem
4910,4910,The Wood Elves of Valenwood,Anonymous,
4911,4911,The Woodcutter's Wife,Mogen Son of Molag,A folk tale of a woodcutter's wife cursed for her deeds.
4912,4912,The Woodsmer,Anonymous,Bosmer legend of a woodland spirit
4913,4913,The Words of the Rodent,Anonymous,"The Mad God cometh, so says the Rodent"
4914,4914,The Worldly Spirits,Amun-dro,A heretical text on a few of the Daedra and et'ada as seen by the ancient Khajiit
4915,4915,The Worth of Glass,Raleth Heladren,A traveling orc learns of Dunmeri glass armor
4916,4916,"The Worthy Ar-Azal, His Deeds",Anonymous,The great king receives a vision
4917,4917,The Wraith's Wedding Dowry,Voltha gra-Yamwort,Never steal from a women on her wedding day
4918,4918,The Yellow Book of Riddles,Waughin Jarth,A selection of relatively interesting riddles.
4919,4919,The Yellow Book of Riddles,Anonymous,A riddle book
4920,4920,Thenephan's Mysteries of Mead,Thenephan,One Breton's study of Nord drinking culture
4921,4921,Theories: Soulrazer Knights,Kaladiran,
4922,4922,There Are Ways,Thallik Wormfather,A dark offer to ease one's loneliness and suffering
4923,4923,There be Dragons,Torhal Bjorik,An exploration of the nature and history of dragons.
4924,4924,There Is No Going Back,Cassio Varo,
4925,4925,There is No Waterside Curse,Foreman Gallus,A notice from a mine foreman about the lack of a curse
4926,4926,These Damned Cats,Anonymous,Khajiit cause unrest in the city
4927,4927,They Should Grovel,Anonymous,Hatred for the Withered Hand
4928,4928,Theyo Bezon's Natural Observations,Anonymous,A researcher of animals meets his end
4929,4929,Thibaut's Cairn and its History,Charonius of Sutch,Description of a famous Colovian rider and his cohorts
4930,4930,Thief of Virtue,Anonymous,A thief's most valiant theft.
4931,4931,Thief's Journal,Anonymous,Details how a thief tamed a fox
4932,4932,Thief's Last Words,Anonymous,Concerns the Eyes of the Snow Elves.
4933,4933,Thief's Note,Anonymous,A thief's search to become the next Grey Fox
4934,4934,Things My Great-Gran Said,Anonymous,Portents from a Nordic grandmother
4935,4935,Things to Do,Anonymous,A fisherman's to-do list.
4936,4936,Things to Do,Anonymous,Someone is apparently studying Destruction spells
4937,4937,Things to do before the baby comes:,Anonymous,List of preparations
4938,4938,Things to Salvage,Anonymous,Dwarven trash list
4939,4939,Third Gravestone,Anonymous,The remains of a late 2nd era scholar
4940,4940,Third Khajiiti Journal Page,Anonymous,Journal of a Khajiit monk
4941,4941,"Thirsk, a History",Bereditte Jastal,"A history book of Thirsk, the mead hall."
4942,4942,"Thirsk, a History - Revised",Bereditte Jastal,"A revised version of the original Thirsk, a History."
4943,4943,"Thirsk, A Revised History",Anonymous,"History and customs of Thirsk, a mead hall in Solstheim"
4944,4944,This is the End,Anonymous,A gangmember laments the fall of the Imperial City to the Daedric hordes
4945,4945,This Text Property of Leki's Blade,Sima the Edged Scholar,Legend of four famous warriors after the invasion of Hammerfell
4946,4946,Thonar's Journal,Thonar Silverblood,Describes the arragement between Thonar and Madanach.
4947,4947,Thoron's Journal,Thoron,A madman's quest to gain access to the Shivering Isles
4948,4948,Thorzhul's Letter,Thorzhul gro-Agluk,A rather cheerfully formal letter from an Orc explaining why he wiped out an entire family
4949,4949,Those Who Stood at Chalman Keep,Anonymous,A song to celebrate their bravery
4950,4950,Thoughts of the Honored Assistant,Anonymous,An analytical factotum accidentally turns into a prophet
4951,4951,Thoughts on the Sacred Numbers,Anonymous,"Half religious doctrine, half personal interpretation"
4952,4952,Thozor's Diary,Anonymous,The tale of an Orc and his giant carnivorous flower
4953,4953,Threat of the Baandari Pedlars,"Zuladr, High Priest of Satakalaam",A warning of Khajiit pedlars
4954,4954,Threatening Letter,Fleshmender Moradilion,
4955,4955,Threatening Letter to Paheiza,Nurhei,
4956,4956,Three Thieves,Anonymous,A tale of thievery and betrayal.
4957,4957,Three-of-Claws' Note,Three-of-Claws,
4958,4958,Through Doom and Darkness,Anonymous,The Chosen Warrior must fight on even in the face of certain death
4959,4959,Through the Weeping Scar,Anonymous,A caravan makes their way through a canyon
4960,4960,Thukhozod's Bracer,Anonymous,This necromancer's bracelet would make a great exhibit at the House off Orsimer Glories
4961,4961,Thunderbug Repellent,Nimriell,
4962,4962,Thwarting the Daedra: Dagon's Cult,Flaminius Auctor,How to identify and deal with a cult in your neighborhood
4963,4963,Timberscar Frustration,Anonymous,Stuck in a boring job
4964,4964,Time is of the Essence,Anonymous,
4965,4965,Time to Face Reality,Anonymous,Note on location of plans to escape
4966,4966,Time to Face Reality,Anonymous,A plan to escape
4967,4967,Time to Strike!,Anonymous,One Dominion loyalist's plan to utilize Daedra
4968,4968,Timely Offer,Tuldinwae,Smuggling glass arrows.
4969,4969,Tindoria's List of Needed Supplies,Tindoria,A list of ingredients needed to create various colors
4970,4970,Tinkerer Tobin's Big Book of Crafting Recipes,Tinkerer Tobin,Sneaks a peek at the master's secrets
4971,4971,Tips for a Khajiit in Summerset,Bezumi,"Advice for winning over the High Elves, including a history lesson on the Thrassian Plauge"
4972,4972,Tiram Gadar's Credentials,"Acatto, Imperial Battlemage","Is this supposed to be a letter from Occato, Imperial Battle Mage for Tiram Gadar's position in Vivec Mages Guild. Is this authentic?"
4973,4973,Tishi's Research Notes,Tishi,Experiments on people who drank the poisoned water of Shada's Tear
4974,4974,To A Concerned Citizen,Anonymous,A missive from the Society of Mercantile Freedom in Riften.
4975,4975,To All Who Pass Through,"Dutheil, Artisan of Oblivion",One architect's pride in his twisted designs
4976,4976,To Amberrie,T,An overly long letter about joining Ayrenn's secret service
4977,4977,To Anchorite Gaius,Atia,A dark plot brews...
4978,4978,To be Read Immediately!,Indaryn,Indaryn is once again displeased with his workers.
4979,4979,To Captain Marck,Krin Ren-dro,An attempt at intimidation
4980,4980,To Chief Justiciar Carawen,Captain Telomure,Warning about a traitorous soldier
4981,4981,To Clarice — Be My Darling!,Anonymous,A poem to charm a lady
4982,4982,To Colundore,Falarel,Torturer's loveletter
4983,4983,To Delay Means Death,Captain Virgilus,
4984,4984,To Do What is Needed,Anonymous,The Maulborn have put out the call for recruits in Deshaan
4985,4985,To Dream Beyond Dreams,the Omen of a Hundred Prophecies,legend of the first Nightcaller
4986,4986,To Grandmaster Sees-All-Colors,Darj of Bleakrock,A kind invitation must be refused
4987,4987,To Jalal,Darj of Bleakrock,Nobody has time to poke through lava for Dwemer clues...
4988,4988,To Jun-Jo the Empty Fang,Anonymous,Go off into the desert to die
4989,4989,To Milore from Nilara,Nilara Ienth,A letter to her sister about the situation in Mournhould.
4990,4990,To My Azeez-Eix,Lalisii Dres,Another interracial love letter from the same Dunmer girl
4991,4991,"To My Brother, Entrepreneur of Orsinium",Anonymous,A sister writes her brother about his generous gift of a baby echatare
4992,4992,To My Dear Friend,Rada al-Saran,Letter welcoming a member of the Gray Host
4993,4993,To My Love,Anonymous,A lover's final note
4994,4994,To My Pash-Riha,Lalisii Dres,An interracial love note
4995,4995,To My Reviewer,Falarel,An Altmeri noble handles a critic with grace and class
4996,4996,To My Unknown Benefactor,Anonymous,A thief and their confidant come to an agreement
4997,4997,To Posterity,Hafara,"An atlas of infamous Eastmarch witches, living and deceased"
4998,4998,To Raise the Living,Shagrub Gilgar,Tale of the Staff of Hasedoki
4999,4999,To Sai Sahan,Abnur Tharn,Note regarding cooperation to defeat the dragon threat in southern Elsweyr
5000,5000,To Scarius,Mercuro,Promise of vengeance for a slain brother
5001,5001,To See My Systres,Anonymous,
5002,5002,To Smite with Dragon Claws,Anonymous,Fight song of the Dragon Knights
5003,5003,To the Brotherhood,Maven Black-Briar,An angry note to the Dark Brotherhood for a job that remains undone.
5004,5004,To the Captain,Anonymous,
5005,5005,To the Captain of the Guard,"Agomar, Lord of Direfrost",Instructions to slay an ice witch
5006,5006,To the Kind Stranger Who Finds This,Anonymous,A request to deliver some mining samples
5007,5007,To the Owner,Kilthinius Dandoril,Thankyou note from a trap-maker to the man who contracted him.
5008,5008,To the Veiled Masters,T,
5009,5009,To the Veiled Queen,Sealord Malleroth Of Pyandonea,
5010,5010,To the Villainous Manacar,The  Blackbirds,
5011,5011,To Warlord Ice-Heart,Vulture,A letter of betrayal
5012,5012,To Wear Dread Mantle,Anonymous,A Dragonguard plaque found in Dov-Vahl shrine in Anequina
5013,5013,To Whom It May Concern,Anonymous,The Undaunted go on an expedition into Oblivion
5014,5014,To Zelguma the Strong,The Vizier of Slithering Visions,The Scaled Court is making progress in Craglorn
5015,5015,To [Player],Tyra Blood-Fire,A goodbye and advice from a bandit
5016,5016,Toadstool Hollow Journal,Anonymous,
5017,5017,Tobias' Letter,Tobias,The letter that brought the prodigal son of Hammerfell home.
5018,5018,Tobin Moorcroft,Anonymous,
5019,5019,Today's Instructions,Maxten Favrete,
5020,5020,Tolif's Journal,Tolif,A journal about a man and observations of mudcrabs
5021,5021,Tombstone of Naio-Bhefeo,A Dragonguard epitaph,
5022,5022,Tome of Daedric Portals,the Sinistral Apprentice,Research on opening portals to Dagon's realm
5023,5023,Tome of the Anka-Ra Guardians,Anonymous,A poem about these undead guardians
5024,5024,Tome of the Anka-Ra Guardians,Anonymous,
5025,5025,Tome of the Undaunted,The Undaunted,Signatures and purpose of the Undaunted guild
5026,5026,Tome of Unlife,Anonymous,A necromantic book belonging to Lorgren Benirus.
5027,5027,Tommy Bones's Journal,Tommy Bones,A pirate can't resist the lure of easy treasure
5028,5028,Tonight He Confessed,Anonymous,A woman is overjoyed at her new love
5029,5029,Tonight Was the Night,Anonymous,
5030,5030,Topal Legionary Academy: A Khajiit's Summary,Zargit the Studious,"The rise and fall of this military school, now known as the Forsaken Citadel"
5031,5031,Torc of Baloth Bloodtusk,Anonymous,Brief overview of this legendary necklace
5032,5032,Torchbugs,Anonymous,A possibly insane person detests torch bugs
5033,5033,Torkild's Letter to Wulf,Torkild,"In search of the All-Maker, one man finds Miirak."
5034,5034,Torn Journal Page,Anonymous,Page from a journal
5035,5035,Torn Note,Firir,Note by a man captured by vampires.
5036,5036,Torn Note,Anonymous,A treasure hunter finds no treasure.
5037,5037,Torn Note,Anonymous,A note and a riddle
5038,5038,Torn Note (2),Anonymous,
